"Report Date: January 3, 2019",,,
Hospital Name: Providence Kodiak Island Medical Center,,,
Chargemaster for CMS Pricing Transparency - Procedures,,,
"Hospital Charges include hospital services, pharmaceuticals and supply items necessary to treat patients.  ",,,
"This is a snapshot of the Chargemaster at a point in time, and is subject to change.",,,
These items are represented on separate tabs.,,,
Supply prices may vary based on manufacturer's cost to hospital. ,,,
"Drug prices may vary based on dosage, supplier's availability and cost to hospital.",,,
HOSPITAL SYSTEM CHARGE CODE,CHARGE DESCRIPTION,AVERAGE UNIT PRICE (INPATIENT),AVERAGE UNIT PRICE (OUTPATIENT)
Px00098110812,HC PR 62270 SPINAL FLUID TAP DIAGNOSTIC,$786.00,$786.00
Px00098110813,DRAIN CEREBRO SPINAL FLUID,"$1,251.00","$1,251.00"
Px00098110814,NERVE BLOCK INJ TRIGEMINAL,"$1,133.00","$1,133.00"
Px00098110815,NERVE BLOCK INJ FACIAL,"$1,112.00","$1,112.00"
Px00096910857,NERVE BLOCK INJ OCCIPITAL,$799.00,$799.00
Px00096410240,HC PR Nerve block inj brachial plexus separate proc,"$2,273.00","$2,273.00"
Px00096410242,HC PR 64417 NERVE BLOCK INJ AXILLARY,"$2,365.00","$2,365.00"
Px00096910858,NERVE BLOCK INJ ILIOINGUINAL,$978.00,$978.00
Px00098110817,NERVE BLOCK OTHER PERIPHERAL,$868.00,$868.00
Px00096910859,INJ PARAVERT F JNT L/S 1 LEV,"$1,475.00","$1,475.00"
Px00096910860,INJ PARAVERT F JNT L/S 2 LEV,$860.00,$860.00
Px00096910861,REVISE ULNAR NERVE AT ELBOW,"$8,791.00","$8,791.00"
Px00096910862,CARPAL TUNNEL SURGERY,"$6,223.00","$6,223.00"
Px00097510869,"HC PR Carpal tunnel surgery, separate proc","$5,815.00","$5,815.00"
Px00097511176,REPAIR OF DIGIT NERVE,"$3,503.00","$3,503.00"
Px00098110818,REMOVE FOREIGN BODY FROM EYE SUPERFICIAL,$579.00,$579.00
Px00098110819,REMOVE FOREIGN BODY FROM EYE EMBEDDED,$368.00,$368.00
Px00098110820,REMOVE FOREIGN BODY FROM EYE CORNEAL W/O SLIT LAMP,$719.00,$719.00
Px00098110821,REMOVE FOREIGN BODY FROM EYE CORNEAL W/ SLIT LAMP,$820.00,$820.00
Px00098110827,DRAIN EXTERNAL EAR LESION SIMPLE,$635.00,$635.00
Px00098110829,DRAIN OUTER EAR CANAL LESION,$952.00,$952.00
Px00097511186,REMOVE EAR CANAL LESION(S) SOFT TISSUE,"$2,013.00","$2,013.00"
Px00098110830,CLEAR OUTER EAR CANAL W/O GENERAL ANESTHESIA,$517.00,$517.00
Px00098110831,REMOVE IMPACTED EAR WAX,$269.00,$269.00
Px00097511191,INCISION OF EARDRUM W/O GENERAL ANESTHESIA,$898.00,$898.00
Px00097511193,HC PR INCISION OF EARDRUM W/ GENERAL ANESTHESIA,"$1,065.00","$1,065.00"
Px00097511196,REMOVE VENTILATING TUBE W/ GENERAL ANESTHESIA,"$1,868.00","$1,868.00"
Px00097511197,HC PR Remove ventilating tube w/ general anesthesia bilateral,"$1,868.00","$1,868.00"
Px00097511198,CREATE EARDRUM OPENING LOCAL ANESTHESIA,"$1,521.00","$1,521.00"
Px00097511199,HC PR Create eardrum opening local anesthesia bilateral,"$1,521.00","$1,521.00"
Px00097511090,HC PR Create eardrum opening general anesthesia bilateral,"$1,892.00","$1,892.00"
Px00097511200,CREATE EARDRUM OPENING GENERAL ANESTHESIA,"$1,892.00","$1,892.00"
Px00097511208,REPAIR OF EARDRUM,$507.00,$507.00
Px00096910867,HC PR WOUND CLOSURE BY ADHESIVE,$360.00,$360.00
Px00071010358,HC PACU RECOVER SURG LEVEL 5 PER MIN,$62.00,$62.00
Px00037010116,HC ANESTHESIA GEN BY MIN^,$63.00,$63.00
Px00037010117,HC ANESTHESIA IV GA BY MIN^,$63.00,$63.00
Px00037010118,HC ANESTHESIA MAC BY MIN^,$63.00,$63.00
Px00037010120,HC ANESTHESIA REGIONAL BY MIN^,$63.00,$63.00
Px00027010025,HC ACE BANDAGE,$41.00,$41.00
Px00027010132,HC GASTROSTOMY BUTTON TUBE,"$1,490.00","$1,490.00"
Px00027210098,HC BIOPSY FORCEPS,$792.00,$792.00
Px00027210107,HC PEG/TUBE KIT,$748.00,$748.00
Px00027410114,HC KNEE IMMOBILIZER,$226.00,$226.00
Px00027410120,HC WRIST SPLINT/VELCRO,$92.00,$92.00
Px00027410121,HC THUMB SPICA SPLINT/VELCRO,$110.00,$110.00
Px00075010194,HC ERCP MULTI PROCEDURE,$754.00,$754.00
Px00075010199,HC COLONOSCOPY MULTI PROCEDURE,$358.00,$358.00
Px00075010200,HC EGD MULTI PROCEDURE,$358.00,$358.00
Px00075010201,HC BRONCHOSCOPY MULTI PROCEDURE,$754.00,$754.00
Px00075010202,HC SIGMOIDOSCOPY MULTI PROCEDURE,$754.00,$754.00
Px0000203281L,HC HOT BIOPSY SUPPLIES,$792.00,$792.00
Px00030016243,HC SHIGATOXIN,$153.00,$153.00
Px00030016245,HC CELIAC IMMUNOASSAY QUANT ANTIBODY,$64.00,$64.00
Px00030016252,HC MYCOPLASMA HOMINIS OR UREAPLASMA PCR,$457.00,$457.00
Px00030016255,HC CLOSTRIDIUM DIFFICILE TOXINS AMPLIFIED PROBE,$408.00,$408.00
Px00030016259,HC COMPLEMENT C1Q,$139.00,$139.00
Px00030016261,HC VW PROFILE-FACTOR ACTIVITY,$378.00,$378.00
Px00030016262,HC FIBRINOLYSINS OR COAGULAPTHY SCREEN,$153.00,$153.00
Px00030016272,HC COBALT SERUM,$567.00,$567.00
Px00030016273,HC COBALT URINE,$698.00,$698.00
Px00030016274,HC BLOOD GAS PH ONLY POCT,$128.00,$128.00
Px00030016280,HC CHROMIUM SERUM,$357.00,$357.00
Px00030016281,HC PLATELET ASSOCIATED ANTIBODY,$350.00,$350.00
Px00030016284,HC AFB CONCENTRATION,$135.00,$135.00
Px00030016285,HC HEP BS AG,$131.00,$131.00
Px00030016286,HC VITAMIN D 25 HYDROXY,$450.00,$450.00
Px00030016288,HC ALLERGEN SPECIFIC IGE PANEL EACH ALLERGEN,$138.00,$138.00
Px00030016295,HC EOSINOPHIL URINE,$79.00,$79.00
Px00041010004,HC BLOOD SAMPLING CAPILLARY,$204.00,$204.00
Px00041010005,HC BLOOD SAMPLING INDWELLING CATHETER,$194.00,$194.00
Px00041010006,HC BLOOD SAMPLING PERCUTANEOUS PUNCTURE,$194.00,$194.00
Px00041010007,HC CARDIOPULMONARY RESUSCITATION,"$1,542.00","$1,542.00"
Px00046010089,HC Body Plethysmography,$325.00,$325.00
Px00046010090,"HC VITAL CAPACITY, TOTAL (SEPARATE PROCEDURE)",$215.00,$215.00
Px00041210001,HC Surfactant Administration,$542.00,$542.00
Px00041210003,HC Ippb,$345.00,$345.00
Px00041210004,HC Meter Dose Inhaler,$345.00,$345.00
Px00041210005,HC Nebulizer Antibiotics,$345.00,$345.00
Px00041210006,HC NEBULIZER SMALL VOLUME,$345.00,$345.00
Px00041210008,HC Nebulizer Continuous First Hour,$240.00,$240.00
Px00041010011,HC PULSE OXIMETRY SINGLE DETERMINATION,$168.00,$168.00
Px00041010012,HC PULSE OXIMETRY MULTIPLE DETERMINATIONS,$244.00,$244.00
Px00041010013,HC PULSE OXIMETRY NOCTURNAL STUDY,$627.00,$627.00
Px00041010014,HC PULSE OXIMETRY STAND ALONE CONT OXIMETER SET UP,$627.00,$627.00
Px00030110103,HC BLOOD GASES W/O2 SATURATION,$279.00,$279.00
Px00048210011,HC ECG MONIT/REPRT UP TO 48 HRS,"$1,906.00","$1,906.00"
Px00048210017,HC ECG Record/Review,"$2,438.00","$2,438.00"
Px00030017035,HC RUBEOLA AB-IGG,$39.00,$39.00
Px00071010401,HC VAGINAL DELIVERY RECOVERY CLASS 1 PER HOUR,$180.00,$180.00
Px00071010402,HC VAGINAL DELIVERY RECOVERY CLASS 2 PER HOUR,$238.00,$238.00
Px00071010403,HC  VAGINAL DELIVERY RECOVERY CLASS 3 PER HOUR,$359.00,$359.00
Px00071010404,HC VAGINAL DELIVERY RECOVERY CLASS 4 PER HOUR,$480.00,$480.00
Px00096910042,HC PR DEXAMETHASONE 1MG,$57.60,$57.60
Px00027210301,HC FOLEY CATH TRAY W/BAG,$252.00,$252.00
Px00036010001,HC PAIN ROOM SERVICES LEVEL 1,"$0.00 | $2,472.00","$0.00 | $2,472.00"
Px00036010002,HC PAIN ROOM SERVICES LEVEL 2,"$0.00 | $2,882.00","$0.00 | $2,882.00"
Px00036010003,HC PAIN ROOM SERVICES LEVEL 3,"$0.00 | $3,257.00","$0.00 | $3,257.00"
Px00036010004,HC PAIN ROOM SERVICES LEVEL 4,"$0.00 | $6,921.00","$0.00 | $6,921.00"
Px00036010005,HC PAIN ROOM SERVICES LEVEL 5,"$0.00 | $7,627.00","$0.00 | $7,627.00"
Px00045014046,HC ABD PARACENTESIS W/O IMAG GUID,$672.00,$672.00
Px00098110907,ABD PARACENT W/O IMAG GUID,"$1,205.00","$1,205.00"
Px00045014047,HC ABD PARACENTESIS W/IMAG GUIDANCE,"$1,332.00","$1,332.00"
Px00098110908,ABD PARACENT W/IMAG GUIDANCE,"$1,205.00","$1,205.00"
Px00045014048,HC FAC PERITONEAL LAVAGE,$652.00,$652.00
Px00030211511,HC INFLUENZA A-B PCR,$193.00,$193.00
Px00027410235,"HC SO, SHLDR CAP, NO JOINTS, CSTM","$1,164.00","$1,164.00"
Px00027410236,"HC EO, NO JOINTS, CUSTOM",$735.00,$735.00
Px00027410237,"HC EWHO,RIGID,NO JOINTS, CUSTOM",$962.00,$962.00
Px00027410238,"HC EWHO, W/JOINTS, W/BANDS, CSTM","$1,164.00","$1,164.00"
Px00027410239,"HC EWHFO, RIGID, NO JOINTS, CSTM",$962.00,$962.00
Px00027410240,"HC WHFO, W/JOINTS, W/BANDS, CSTM",$735.00,$735.00
Px00027410241,"HC WHFO,RIGID, NO JOINTS,CUSTOM",$735.00,$735.00
Px00027410242,"HC WHO, W/JOINTS, W/BANDS, CSTM",$735.00,$735.00
Px00027410243,"HC HFO, NO JOINTS, CUSTOM",$735.00,$735.00
Px00027410244,"HC HO, NO JOINTS, CUSTOM",$735.00,$735.00
Px00027410245,"HC HFO,W/JOINTS, W/BANDS, CUSTOM",$735.00,$735.00
Px00027410246,"HC FO, NO JOINTS, CUSTOM",$261.00,$261.00
Px00027410247,"HC FO, W/JOINTS, CUSTOM",$261.00,$261.00
Px00027410269,"HC WHO, NO JOINTS, CUSTOM",$735.00,$735.00
Px00030114273,HC PROTEIN TOTAL URINE RANDOM,$140.00,$140.00
Px00098310455,REVISION OF CERVIX,"$1,713.00","$1,713.00"
Px00098110909,PF PERITONEAL LAVAGE,"$1,205.00","$1,205.00"
Px00097510465,DEB MUSC/FASCIA 20 SQ CM /<,$942.00,$942.00
Px00097510467,HC PR 23430 REPAIR TENODESIS OF BICEP,"$3,883.00","$3,883.00"
Px00097510468,DRAIN HAND TENDON SHEATH,"$3,708.00","$3,708.00"
Px00097510469,ARTHROTOMY W/EXPLORE/TREAT INTERPHALANGEAL JOINT,"$3,379.00","$3,379.00"
Px00097510479,HC PR ASSIST REPAIR BICEPS TENDON,"$6,209.00","$6,209.00"
Px00012010009,HC R&B-SEMI-PRIVATE MED SURG W/ TELE,"$5,064.00","$5,064.00"
Px00030010245,HC FETAL CONGENITAL ABNOR ASSAY FOUR ANAL,$110.00,$110.00
Px00030010262,HC IADNA RESPIRATRY PROBE & REV TRNSCR 12-25 TARGET,"$1,182.00","$1,182.00"
Px00034110142,HC THYROID UPTAKE SINGLE/MULTIPLE QUANT MEASUREMENT,"$1,212.00","$1,212.00"
Px00034110143,HC THYROID IMAGING WITH VASCULAR FLOW,"$1,142.00","$1,142.00"
Px00034110144,HC THYROID IMAGING W OR W/O VASC FLOW W/UPTAKE SINGLE/MULT QUAN MEA,"$2,690.00","$2,690.00"
Px00034110145,HC PARATHYROID PLANAR IMAGING W/WO SUBTRACTION,"$4,016.00","$4,016.00"
Px00036111124,HC THORACENTESIS NEEDLE/CATH PLEURA W/O IMAGING,"$1,886.00","$1,886.00"
Px00036111125,HC THORACENTESIS NEEDLE/CATH PLEURA W/IMAGING,"$3,027.00","$3,027.00"
Px00090010036,HC PSYCHIATRIC DIAGNOSTIC EVAL W/MEDICAL SERVICES,$805.00,$805.00
Px00090010042,HC PSYCHIATRIC DIAGNOSTIC EVALUATION,$373.00,$373.00
Px00096010043,ALLG TSTG PERQ & IC VENOMS IMMED REACT W/ I&R,$46.00,$46.00
Px00096010045,INGESTION CHALLENGE TEST INITIAL 120 MINUTES,"$1,137.00","$1,137.00"
Px00096010046,INGESTION CHALLENGE TEST EACH ADDL 60 MINUTES,$379.00,$379.00
Px00042010389,HC MOBILITY CURRENT STATUS,$0.01,$0.01
Px00042010390,HC MOBILITY GOAL STATUS,$0.01,$0.01
Px00042010391,HC MOBILITY DISCHARGE STATUS,$0.01,$0.01
Px00042010392,HC BODY POSITION CURRENT STATUS,$0.01,$0.01
Px00042010393,HC BODY POSITION GOAL STATUS,$0.01,$0.01
Px00042010394,HC BODY POSITION DISCHARGE STATUS,$0.01,$0.01
Px00042010395,HC CARRY CURRENT STATUS,$0.01,$0.01
Px00042010396,HC CARRY GOAL STATUS,$0.01,$0.01
Px00042010397,HC CARRY DISCHARGE STATUS,$0.01,$0.01
Px00042010398,HC SELF CARE CURRENT STATUS,$0.01,$0.01
Px00042010399,HC SELF CARE GOAL STATUS,$0.01,$0.01
Px00042010400,HC SELF CARE DISCHARGE STATUS,$0.01,$0.01
Px00042010401,HC OTHER PT OT CURRENT STATUS,$0.01,$0.01
Px00042010402,HC OTHER PT OT GOAL STATUS,$0.01,$0.01
Px00042010403,HC OTHER PT OT DISCHARGE STATUS,$0.01,$0.01
Px00042010404,HC OTHER SUB PT OT CURRENT STATUS,$0.01,$0.01
Px00042010405,HC OTHER SUB PT OT GOAL STATUS,$0.01,$0.01
Px00042010406,HC OTHER SUB PT OT DISCHARGE STATUS,$0.01,$0.01
Px00044010101,HC SWALLOWING CURRENT STATUS,$0.01,$0.01
Px00044010102,HC SWALLOWING GOAL STATUS,$0.01,$0.01
Px00044010103,HC SWALLOWING DISCHARGE STATUS,$0.01,$0.01
Px00044010104,HC MOTOR SPEECH CURRENT STATUS,$0.01,$0.01
Px00044010105,HC MOTOR SPEECH GOAL STATUS,$0.01,$0.01
Px00044010106,HC MOTOR SPEECH DISCHARGE STATUS,$0.01,$0.01
Px00044010107,HC SPOKEN LANGUAGE COMP CURRENT STATUS,$0.01,$0.01
Px00044010108,HC SPOKEN LANGUAGE COMP GOAL STATUS,$0.01,$0.01
Px00044010109,HC SPOKEN LANGUAGE COMP DISCHARGE STATUS,$0.01,$0.01
Px00044010110,HC SPOKEN LANGUAGE EXPRESS CURRENT STATUS,$0.01,$0.01
Px00044010111,HC SPOKEN LANGUAGE EXPRESS GOAL STATUS,$0.01,$0.01
Px00044010112,HC SPOKEN LANGUAGE EXPRESS DISCHARGE STATUS,$0.01,$0.01
Px00044010113,HC ATTENTION FUNCTION CURRENT STATUS,$0.01,$0.01
Px00044010114,HC ATTENTION FUNCTION GOAL STATUS,$0.01,$0.01
Px00044010115,HC ATTENTION FUNCTION DISCHARGE STATUS,$0.01,$0.01
Px00044010116,HC MEMORY FUNCTION CURRENT STATUS,$0.01,$0.01
Px00044010117,HC MEMORY FUNCTION GOAL STATUS,$0.01,$0.01
Px00044010118,HC MEMORY FUNCTION DISCHARGE STATUS,$0.01,$0.01
Px00044010119,HC VOICE FUNCTION CURRENT STATUS,$0.01,$0.01
Px00044010120,HC VOICE FUNCTION GOAL STATUS,$0.01,$0.01
Px00044010121,HC VOICE FUNCTION DISCHARGE STATUS,$0.01,$0.01
Px00044010122,HC OTHER SPEECH LIMITATION CURRENT STATUS,$0.01,$0.01
Px00044010123,HC OTHER SPEECH LIMITATION GOAL STATUS,$0.01,$0.01
Px00044010124,HC OTHER SPEECH LIMITATION DISCHARGE STATUS,$0.01,$0.01
Px00030010266,HC BCR/ABL TRANSLOCATION MAJOR BREAKPOINT,"$1,540.00","$1,540.00"
Px00030010267,HC PROTHROMBIN G20210A GENE ANALYSIS,$365.00,$365.00
Px00030010268,HC FRAGILE X GENE ANALYSIS,$817.00,$817.00
Px00030010269,HC JAK2 V617F GENE ANALYSIS,"$1,404.00","$1,404.00"
Px00030010270,HC MTHFR GENE ANALYSIS,$596.00,$596.00
Px00030010271,HC BCR/ABL TRANSLOCATION MINOR BREAKPOINT,"$1,510.00","$1,510.00"
Px00030010272,HC FACTOR V LEIDEN GENE ANALYSIS,$233.00,$233.00
Px00030010275,HC ALPHA-GLOBIN GENE ANALYSIS,"$1,178.00","$1,178.00"
Px00030010279,HC HEREDITARY HEMOCHROMATOSIS GENE ANALYSIS,$401.00,$401.00
Px00096110059,PSYCHOTHERAPY PATIENT &/ FAMILY 30 MIN,$158.00,$158.00
Px00096110060,PSYCHOTHERAPY PT&/FAMILY W/E&M SRVCS 30 MIN,$117.00,$117.00
Px00096110061,PSYCHOTHERAPY PATIENT &/ FAMILY 45 MIN,$218.00,$218.00
Px00096110062,PSYCHOTHERAPY PATIENT &/ FAMILY E&M 45 MIN,$191.00,$191.00
Px00096110063,HC PR 90837 PSYCHOTHERAPY PATIENT &/ FAMILY 60 MIN,$324.00,$324.00
Px00096110064,PSYCHOTHERAPY PT&/FAMILY W/E&M SRVCS 60 MIN,$308.00,$308.00
Px00096110065,PSYCHOTHERAPY FOR CRISIS INITIAL 60 MIN,$249.00,$249.00
Px00096110066,PSYCHOTHERAPY FOR CRISIS EACH ADDL 30 MIN,$125.00,$125.00
Px00096110067,HC PR PHARMACOLOGIC MANAGEMENT W/PSYCHOTHERAPY,$345.00,$345.00
Px00096110069,PSYCHIATRIC DIAGNOSTIC EVALUATION,$373.00,$373.00
Px00096110070,HC PR 90792 PSYCHIATRIC DIAGNOSTIC EVAL W/MEDICAL SERVICES,$805.00,$805.00
Px00097510612,"REPAIR SHOULDER CAPSULE,BANKART","$11,964.00","$11,964.00"
Px00097510616,REPAIR OF BICEPS TENDON AT ELBOW,"$5,285.00","$5,285.00"
Px00097510621,EXPLORE & TREAT METACARPO-PHAL JT,"$3,417.00","$3,417.00"
Px00097510622,"REPAIR FLEX TENDON,ZONE 2,HAND","$6,708.00","$6,708.00"
Px00097510625,FUSION 1ST CARPOMETACARPAL JT,"$6,228.00","$6,228.00"
Px00097510629,INJECT SI JOINT ARTHRGRPHY&/ANES/STEROID W/IMAGE,"$1,299.00","$1,299.00"
Px00097510633,LATERAL RETINACULAR RELEASE OPEN,"$3,757.00","$3,757.00"
Px00097510643,HC PR 28022 EXPLORATION OF FOOT JOINT,"$3,505.00","$3,505.00"
Px00097510644,PERCUT BIG TOE FX,"$2,192.00","$2,192.00"
Px00097510648,ARTHROSCOPY SHOULDER SURGICAL BICEPS TENODESIS,"$7,604.00","$7,604.00"
Px00097510650,EXCIS TONGUE LESN,$838.00,$838.00
Px00097510653,"INSERT,TEMP INDWELLING BLAD CATH,SIMPLE",$286.00,$286.00
Px00097510656,"HYMENOTOMY, SIMPLE INCISION",$309.00,$309.00
Px00097510657,"DESTRUCTION,LESION(S),VULVA;EXTENSIVE","$1,794.00","$1,794.00"
Px00097510662,"HYSTEROSCOPY, STERILIZE W IMPLANTS","$8,873.00","$8,873.00"
Px00097510669,"TRANSECT OTHR SPINAL N,XTRADURAL","$2,802.00","$2,802.00"
Px00096910649,"HC PR ARTHRO, LOOSE BODY + CHONDRO","$8,291.00","$8,291.00"
Px00096910658,HC PR METHYLPREDNISOLONE 40 MG INJ,$81.35,$81.35
Px00096910659,HC PR METHYLPREDNISOLONE 80 MG INJ,$107.91,$107.91
Px00096910667,HC PR KETOROLAC TROMETHAMINE INJ 1 ML,$57.60,$57.60
Px00096910681,HC PR TRIAMCINOLONE ACET INJ NOS,$92.05,$92.05
Px00097510673,HC PR CLTX TIBIAL FX PROXIMAL W/O MANIPULATION,"$2,086.00","$2,086.00"
Px00097510675,"SHLDR ARTHROSCOP,SURG,REPAIR,SLAP LESION","$7,546.00","$7,546.00"
Px00097510676,"SHLDR ARTHROSCOP,SURG,W/ROTAT CUFF REPR","$11,100.00","$11,100.00"
Px00097510678,NONINVASV OXYGEN SATUR;SINGLE,$60.00,$60.00
Px00030010023,HC TESTOSTERONE FREE BY LC-MS/MS,$198.00,$198.00
Px00098110926,HC PR MEDROGESTERONE 1 MG INJ,"$1,420.40","$1,420.40"
Px00027010204,HC SPIROMETER INCENTIVE 5000CC,$254.00,$254.00
Px00027210153,HC DRSG GAUZE/DUO THERM,$19.00,$19.00
Px00027210154,HC DRSG GZ SPONGE STRL 4X4IN,$34.00,$34.00
Px00027210155,HC DRSG TELFA,$20.00,$20.00
Px00027210156,HC DRSG OIL EMULSION,$38.00,$38.00
Px00027210157,HC DRSG GZ VASELINE,$9.00,$9.00
Px00027210158,HC BNDG GZ CONFORM 3INX4.1YD STRL,$23.00,$23.00
Px00027210159,HC PACKING GZ PLAIN 1/2IN,$125.00,$125.00
Px00027210160,HC PACKING GZ PLAIN 1/4IN,$90.00,$90.00
Px00027210161,HC PACKING GZ PLAIN 1IN,$105.00,$105.00
Px00027210162,HC BALLOON CERVICAL 18FR,$172.00,$172.00
Px00027210163,HC CATH FOLEY,$83.00,$83.00
Px00027210164,HC AIRWAY LMA SUPREME SZ 5,$161.00,$161.00
Px00027210165,HC CATH IUPC INTRAN PLS DL SM TIP,$171.00,$171.00
Px00027210166,HC THORACENTESIS TRAY & PROC,$554.00,$554.00
Px00027210167,HC TRAY ART LINE INSERTION,$177.00,$177.00
Px00027210168,HC TRAY COMBINED SPINAL EPIDURAL,$225.00,$225.00
Px00027210169,HC TRAY LUMBAR PUNCTURE ADULT STR,$573.00,$573.00
Px00027210170,HC TRAY PARACENTESIS THORA COMBO,$290.00,$290.00
Px00027210171,HC TRAY SPINAL NDL 25G WHIT,$307.00,$307.00
Px00027410130,HC CLAVICLE SPLINT,$126.00,$126.00
Px00027410131,HC ARM SLING,$51.00,$51.00
Px00027410132,HC BRACE ANKLE STD,$321.00,$321.00
Px00027410133,HC HEEL LIFT SMOOTH BOOTH,$60.00,$60.00
Px00027410134,HC SHOULDER IMMOBILIZER,$201.00,$201.00
Px00097511302,HC PR 11960 INSERT TISSUE EXPANDER(S),"$1,004.00","$1,004.00"
Px00097511304,HC PR 11971 REMOVE TISSUE EXPANDER(S),"$6,209.00","$6,209.00"
Px00097511305,HC PR 23700 FIXATION OF SHOULDER,"$1,280.00","$1,280.00"
Px00097511306,HC PR 26370 REPAIR FINGER/HAND TENDON,"$8,177.00","$8,177.00"
Px00097511307,HC PR 26676 PIN HAND DISLOCATION,"$3,863.00","$3,863.00"
Px00097511308,HC PR 26785 TREAT FINGER DISLOCATION,"$3,849.00","$3,849.00"
Px00097511309,HC PR 27606 INCISION OF ACHILLES TENDON,"$2,022.00","$2,022.00"
Px00097511400,HC PR 28116 REVISION OF FOOT,"$4,029.00","$4,029.00"
Px00097511401,HC PR 28153 PARTIAL REMOVAL OF TOE,"$2,168.00","$2,168.00"
Px00097511402,HC PR 29819 SHOULDER ARTHROSCOPY/SURGERY,"$4,744.00","$4,744.00"
Px00097511403,HC PR 29825 SHOULDER ARTHROSCOPY/SURGERY,"$7,862.00","$7,862.00"
Px00097511404,HC PR THORACENTESIS NEEDLE/CATH PLEURA W/O IMAGING,"$1,706.00","$1,706.00"
Px00097511405,HC PR THORACENTESIS NEEDLE/CATH PLEURA W/IMAGING,"$2,243.00","$2,243.00"
Px00097511406,HC PR 42962 CONTROL THROAT BLEEDING,"$1,972.00","$1,972.00"
Px00097511407,HC PR 63661 Remove spine eltrd perq array,"$5,460.00","$5,460.00"
Px00097511408,HC PR 63688 REVISE/REMOVE NEURORECEIVER,"$3,900.00","$3,900.00"
Px00097511409,"HC PR 95017 SENSITIVITY SKIN TESTS,11-15",$68.00,$68.00
Px00097511500,"HC PR 95018 SENSITIVITY SKIN TESTS, 15+",$68.00,$68.00
Px00097511501,HC PR 95044 ALLERGY PATCH TESTS,$60.00,$60.00
Px00012010011,HC R&B SEMI-PRIVATE ISOLATION,"$4,772.00","$4,772.00"
Px00027410136,"HC OT EO, W/ JOINTS, CUSTOM",$735.00,$735.00
Px00036010371,HC PAIN ROOM SERVICES LEVEL 6,"$0.00 | $8,416.00","$0.00 | $8,416.00"
Px00098110928,HC PR INSERT CATH PLEURA W/ IMAG GD,"$2,243.00","$2,243.00"
Px00098110929,HC PR INSERT CATH PLEURA W/O IMAG GD,"$1,705.00","$1,705.00"
Px00098110930,HC PR THORACENTESIS/ASPIR W IMG GD,"$2,243.00","$2,243.00"
Px00027010414,HC Esophageal Balloon,$879.00,$879.00
Px00027010415,HC Flexible Endo Probe,"$1,079.00","$1,079.00"
Px00027010416,HC Quick Clip Rotatable Fixing Device,$321.00,$321.00
Px00027010417,HC Speedband Ligator,"$1,088.00","$1,088.00"
Px00045001310,HC TRAUMA RESPONSE W/O CC LEVEL I,"$8,382.00","$8,382.00"
Px00045010621,HC TREAT KNUCKLE DISLOCATION 26705,"$2,001.00","$2,001.00"
Px00078010001,HC TELEHEALTH FACILITY FEE Q3014,$144.00,$144.00
Px00098210068,HC PR 25440 REPAIR/GRAFT WRIST BONE,"$6,321.00","$6,321.00"
Px00098210074,HC PR 27331 EXPLORE/TREAT KNEE JOINT,"$4,660.00","$4,660.00"
Px00098210082,HC PR 28505 TREAT BIG TOE FRACTURE,"$3,010.00","$3,010.00"
Px00098310191,HC PR 26145 TENDON EXCISION PALM/FINGER,"$5,387.00","$5,387.00"
Px00098310193,HC PR 57415 REMOVE VAGINAL FOREIGN BODY,$776.00,$776.00
Px00098310194,HC PR 57720 REVISION OF CERVIX,"$1,965.00","$1,965.00"
Px00098310516,HC PR DOMICIL/R-HOME VISIT NEW PAT,$823.00,$823.00
Px00098510041,HC PR REPAIR LOWER LEG TENDONS,"$4,617.00","$4,617.00"
Px00030010043,HC SPINAL MUSCULAR ATROPHY DNA,$644.00,$644.00
Px00096310215,HC PR 64450 NERVE BLOCK OTHER PERIPHERAL SEPARATE PROC,"$1,408.00","$1,408.00"
Px00096310216,HC PR 62273 INJECT EPIDURAL PATCH,"$1,789.00","$1,789.00"
Px00096310220,HC PR INTUBATION W/BRONCHOSCOPE,"$1,897.00","$1,897.00"
Px00096310222,HC PR 36555 INSRT NON-TUNNEL CVP <5 YR,$784.00,$784.00
Px00096310223,HC PR 36620 ANES/ARTERIAL CATH/CANNULA,$339.00,$339.00
Px00096310224,HC PR 62270 ANES/SPINAL PUNC,"$1,789.00","$1,789.00"
Px00096310226,HC PR 64425 ANES ILIOINGUINAL NERVE,"$1,408.00","$1,408.00"
Px00098310560,HC PR ESCHAROTOMY ADDL INCISION,"$1,077.00","$1,077.00"
Px00098310568,HC PR 36597 REPOSITION VENOUS CATHETER,$688.00,$688.00
Px00098310573,HC PR TREAT UTERUS INFECTION,"$2,556.00","$2,556.00"
Px00098310641,"HC PR J1580 GENTAMYCIN, UP TO 80 MG",$57.60,$57.60
Px00030010050,HC BRAF GENE,$419.00,$419.00
Px00097511522,HC PR 49905 OMENTAL FLAP EXTEA ABDOM,"$2,043.00","$2,043.00"
Px00046010092,HC Bedside spirometry,$442.00,$442.00
Px00046010093,HC Apnea Testing for Brain Death,$153.00,$153.00
Px00030010051,HC ARTERIAL CATHETER LINE SETUP AND INSERTION,$575.00,$575.00
Px00096910369,HC PR NP AST LVG/FSTER CRE IV,$609.00,$609.00
Px00096910371,HC PR ASST LVG/FOSTER CARE IV,$612.00,$612.00
